"Time","flink-taskmanager-658b48fc8c-nrb28"
2023-02-20 16:27:45,14230
2023-02-20 16:28:00,13755
2023-02-20 16:28:15,13297
2023-02-20 16:28:30,12848
2023-02-20 16:28:45,12400
2023-02-20 16:29:00,11974
2023-02-20 16:29:15,11556
2023-02-20 16:29:30,11141
2023-02-20 16:29:45,10757
2023-02-20 16:30:00,10366
2023-02-20 16:30:15,9973
2023-02-20 16:30:30,9621
2023-02-20 16:30:45,9256
2023-02-20 16:31:00,8932
2023-02-20 16:31:15,8614
2023-02-20 16:31:30,8296
2023-02-20 16:31:45,8003
2023-02-20 16:32:00,7701
2023-02-20 16:32:15,7432
2023-02-20 16:32:30,7181
2023-02-20 16:32:45,6935
2023-02-20 16:33:00,6693
2023-02-20 16:33:15,6480
2023-02-20 16:33:30,6280
2023-02-20 16:33:45,6094
2023-02-20 16:34:00,5922
2023-02-20 16:34:15,5765
2023-02-20 16:34:30,5605
2023-02-20 16:34:45,5479
2023-02-20 16:35:00,5384
2023-02-20 16:35:15,5283
2023-02-20 16:35:30,5204
2023-02-20 16:35:45,5127
2023-02-20 16:36:00,5077
2023-02-20 16:36:15,5046
2023-02-20 16:36:30,5011
2023-02-20 16:36:45,5008
2023-02-20 16:37:00,5025
2023-02-20 16:37:15,5029
2023-02-20 16:37:30,5083
2023-02-20 16:37:45,5143
2023-02-20 16:38:00,5191
2023-02-20 16:38:15,5294
2023-02-20 16:38:30,5396
2023-02-20 16:38:45,5515
2023-02-20 16:39:00,5656
2023-02-20 16:39:15,5804
2023-02-20 16:39:30,5957
2023-02-20 16:39:45,6115
2023-02-20 16:40:00,6316
2023-02-20 16:40:15,6517
2023-02-20 16:40:30,6753
2023-02-20 16:40:45,6992
2023-02-20 16:41:00,7233
2023-02-20 16:41:15,7476
2023-02-20 16:41:30,7746
2023-02-20 16:41:45,8052
2023-02-20 16:42:00,8353
2023-02-20 16:42:15,8685
2023-02-20 16:42:30,9005
2023-02-20 16:42:45,9346
2023-02-20 16:43:00,9693
2023-02-20 16:43:15,10043
2023-02-20 16:43:30,10444
2023-02-20 16:43:45,10816
2023-02-20 16:44:00,11229
2023-02-20 16:44:15,11635
2023-02-20 16:44:30,12060
2023-02-20 16:44:45,12503
2023-02-20 16:45:00,12932
2023-02-20 16:45:15,13408
2023-02-20 16:45:30,13860
2023-02-20 16:45:45,14318
2023-02-20 16:46:00,14812
2023-02-20 16:46:15,15297
2023-02-20 16:46:30,15785
2023-02-20 16:46:45,16311
2023-02-20 16:47:00,16811
2023-02-20 16:47:15,17339
2023-02-20 16:47:30,17871
2023-02-20 16:47:45,18396
2023-02-20 16:48:00,18963
2023-02-20 16:48:15,19512
2023-02-20 16:48:30,20061
2023-02-20 16:48:45,20615
2023-02-20 16:49:00,21158
2023-02-20 16:49:15,21719
2023-02-20 16:49:30,22302
2023-02-20 16:49:45,22887
2023-02-20 16:50:00,23466

